CarDetect_144705458_02379.jpg,รถเก๋ง,ขาว,Honda,พื้นขาวอักษรดำ,กล7234,ภูเก็ต,,
CarDetect_132523358_00673.jpg,รถเก๋งแวน,ขาว,Mitsubishi,พื้นขาวอักษรดำ,กท6218,ภูเก็ต,,
CarDetect_140022324_01421.jpg,รถกระบะมีหลังคาสูง,บรอนซ์ทอง,Toyota,พื้นขาวอักษรเขียว,ผฉ3196,สุราษฎร์ธานี,,
CarDetect_130031306_00179.jpg,รถเก๋ง,ดำ,Honda,พื้นขาวอักษรดำ,กว58,ภูเก็ต,,
CarDetect_153102755_03270.jpg,รถเก๋งแวน,บรอนซ์เงิน,Isuzu,พื้นขาวอักษรดำ,กอ8528,ภูเก็ต,,
CarDetect_141334286_01699.jpg,รถเก๋งแวน,ดำ,Chevrolet,พื้นขาวอักษรดำ,กล1419,ภูเก็ต,,
CarDetect_15033690_02700.jpg,รถกระบะไม่มีหลังคา,เทา,Isuzu,พื้นขาวอักษรเขียว,บต9013,ภูเก็ต,,
CarDetect_152413615_03138.jpg,รถกระบะไม่มีหลังคา,ขาว,Toyota,พื้นขาวอักษรเขียว,บน5490,ภูเก็ต,,
CarDetect_172132249_05521.jpg,ไม่เอา,บรอนซ์ทอง,Toyota,พื้นเขียวอักษรสีขาว/ดำ,ฌข2383,ภูเก็ต,,
CarDetect_135037938_01223.jpg,รถกระบะไม่มีหลังคา,บรอนซ์เงิน,Isuzu,พื้นขาวอักษรเขียว,บน9320,ภูเก็ต,,
CarDetect_133218135_00828.jpg,รถเก๋ง,ขาว,Toyota,พื้นขาวอักษรดำ,กม9206,ภูเก็ต,,
CarDetect_154944752_03630.jpg,รถเก๋ง,บรอนซ์เงิน,Honda,พื้นขาวอักษรดำ,กอ7564,ภูเก็ต,,
CarDetect_161003978_04036.jpg,รถตู้,บรอนซ์เงิน,Toyota,พื้นเหลืองอักษรดำ,309717,ภูเก็ต,,
CarDetect_125538730_00072.jpg,รถเก๋ง,บรอนซ์เงิน,Toyota,พื้นเขียวอักษรสีขาว/ดำ,ฌข3295,ภูเก็ต,,
CarDetect_164134731_04673.jpg,ไม่เอา,บรอนซ์เงิน,Toyota,พื้นขาวอักษรเขียว,บบ4272,ภูเก็ต,,
CarDetect_161301996_04107.jpg,รถกระบะไม่มีหลังคา,แดง,Mazda,พื้นขาวอักษรเขียว,บง3188,ภูเก็ต,,
CarDetect_141928395_01828.jpg,รถตู้,ขาว,Toyota,พื้นเหลืองอักษรดำ,301557,พังงา,,
CarDetect_152804539_03207.jpg,รถเก๋ง,แดง,Toyota,พื้นขาวอักษรดำ,กน8950,ภูเก็ต,,
CarDetect_133220503_00829.jpg,รถบรรทุก,ขาว,Hino,พื้นเหลืองอักษรดำ,708160,เชียงราย,,
CarDetect_134206847_01046.jpg,รถเก๋ง,บรอนซ์เงิน,Toyota,พื้นขาวอักษรดำ,6กณ2150,กรุงเทพมหานคร,,
CarDetect_151447866_02941.jpg,รถกระบะไม่มีหลังคา,เขียว,Mazda,พื้นขาวอักษรเขียว,บบ7322,ภูเก็ต,,
CarDetect_16443547_04731.jpg,รถเก๋งแวน,ดำ,Toyota,พื้นขาวอักษรดำ,กม2426,ภูเก็ต,,
CarDetect_154918127_03623.jpg,รถเก๋งแวน,บรอนซ์เงิน,Honda,พื้นขาวอักษรดำ,กร5705,ภูเก็ต,,
CarDetect_154323585_03517.jpg,รถกระบะไม่มีหลังคา,ฟ้า,Isuzu,พื้นขาวอักษรเขียว,บต3673,ภูเก็ต,,
CarDetect_133953596_01001.jpg,รถกระบะไม่มีหลังคา,บรอนซ์เงิน,Isuzu,พื้นขาวอักษรเขียว,ผก324,นครศรีธรรมราช,,
CarDetect_172733902_05659.jpg,รถกระบะไม่มีหลังคา,น่าจะสีอ่อน,Isuzu,ไม่เห็นป้าย,-,ไม่เห็นป้าย,,
CarDetect_17562245_06271.jpg,รถกระบะไม่มีหลังคา,บรอนซ์ทอง,Toyota,พื้นขาวอักษรเขียว,ผค4180,สุราษฎร์ธานี,,
CarDetect_152813391_03214.jpg,รถกระบะไม่มีหลังคา,เทา,Isuzu,พื้นขาวอักษรดำ,1กข5574,กรุงเทพมหานคร,,
CarDetect_152950540_03247.jpg,รถกระบะไม่มีหลังคา,บรอนซ์เงิน,Mitsubishi,พื้นขาวอักษรเขียว,บบ171,ภูเก็ต,,
CarDetect_131213978_00411.jpg,รถเก๋ง,เทา,Toyota,พื้นเขียวอักษรสีขาว/ดำ,ณข2960,ภูเก็ต,,
CarDetect_130422200_00252.jpg,รถกระบะไม่มีหลังคา,ขาว,Mitsubishi,พื้นขาวอักษรดำ,กฉ9591,ตรัง,,
CarDetect_162418877_04330.jpg,รถตู้,ขาว,Toyota,พื้นเหลืองอักษรดำ,309924,ภูเก็ต,,
CarDetect_163816512_04604.jpg,รถเก๋งแวน,ขาว,Mitsubishi,พื้นขาวอักษรดำ,กว8414,ภูเก็ต,,
CarDetect_134126382_01037.jpg,รถเก๋ง,ขาว, Suzuki,พื้นขาวอักษรดำ,ขธ453,สงขลา,,
CarDetect_144044606_02270.jpg,รถตู้,ขาว,Toyota,พื้นเหลืองอักษรดำ,-,ไม่เห็นป้าย,,
CarDetect_164605423_04772.jpg,รถเก๋ง,ดำ,Honda,พื้นขาวอักษรดำ,กท4983,ภูเก็ต,,
CarDetect_163202674_04475.jpg,รถเก๋ง,บรอนซ์เงิน,Toyota,พื้นเขียวอักษรสีขาว/ดำ,ณข2625,ภูเก็ต,,
CarDetect_130825798_00331.jpg,รถเก๋ง,บรอนซ์เงิน,Toyota,พื้นเขียวอักษรสีขาว/ดำ,ฌข3919,ภูเก็ต,,
CarDetect_130616812_00287.jpg,รถตู้,บรอนซ์เงิน,Toyota,พื้นเหลืองอักษรดำ,307952,ภูเก็ต,,
CarDetect_144513857_02339.jpg,รถเก๋ง,บรอนซ์เงิน,Toyota,พื้นเขียวอักษรสีขาว/ดำ,ฌข4186,ภูเก็ต,,
CarDetect_152203293_03089.jpg,รถกระบะมีหลังคา,บรอนซ์เงิน,Isuzu,พื้นขาวอักษรเขียว,ฒท9440,กรุงเทพมหานคร,,
CarDetect_155657391_03785.jpg,รถเก๋ง,ม่วง, Suzuki,พื้นขาวอักษรดำ,งข8527,ชลบุรี,,
CarDetect_153821613_03412.jpg,รถบรรทุก,ขาว,Hino,พื้นขาวอักษรดำ,809811,ภูเก็ต,,
CarDetect_14184050_01806.jpg,ไม่เอา,บรอนซ์ทอง,Honda,พื้นขาวอักษรดำ,กค8289,ภูเก็ต,,
CarDetect_142859181_02037.jpg,รถตู้,บรอนซ์เงิน,Toyota,พื้นขาวอักษรดำ,นข3541,ภูเก็ต,,
CarDetect_135537929_01327.jpg,รถเก๋งแวน,ขาว,Ford,พื้นขาวอักษรดำ,กน2904,ภูเก็ต,,
CarDetect_173330362_05801.jpg,รถเก๋ง,ขาว,Toyota,พื้นขาวอักษรดำ,กพ3227,ภูเก็ต,,
CarDetect_133607148_00926.jpg,รถกระบะไม่มีหลังคา,ขาว,Isuzu,พื้นขาวอักษรดำ,กล8551,ภูเก็ต,,
CarDetect_171353883_05341.jpg,ไม่เอา,ขาว,Toyota,พื้นเหลืองอักษรดำ,312195,ภูเก็ต,,
CarDetect_132701344_00708.jpg,รถเก๋ง,ขาว,Honda,พื้นขาวอักษรดำ,ขก7462,สงขลา,,
CarDetect_134525269_01115.jpg,รถบรรทุก,ขาว,Isuzu,พื้นขาวอักษรดำ,810031,ภูเก็ต,,
CarDetect_164114255_04662.jpg,รถกระบะไม่มีหลังคา,ดำ,Toyota,พื้นขาวอักษรดำ,กบ7421,ภูเก็ต,,
CarDetect_140859142_01612.jpg,รถเก๋ง,อื่นๆ,Mini cooper,พื้นขาวอักษรดำ,4กธ9401,กรุงเทพมหานคร,,
CarDetect_125402747_00039.jpg,รถเก๋ง,ดำ,Subaru,พื้นขาวอักษรดำ,5กฉ405,กรุงเทพมหานคร,,
CarDetect_13573683_01368.jpg,รถกระบะไม่มีหลังคา,ขาว,Ford,พื้นขาวอักษรดำ,กพ2181,พระนครศรีอยุธยา,,
CarDetect_154919753_03624.jpg,รถเก๋งแวน,ดำ,Mitsubishi,พื้นขาวอักษรดำ,-,อุตรดิตถ์,,
CarDetect_133315102_00855.jpg,รถกระบะไม่มีหลังคา,บรอนซ์เงิน,Mazda,พื้นขาวอักษรเขียว,บจ1707,พังงา,,
CarDetect_144459108_02335.jpg,รถเก๋ง,ดำ,BMW,พื้นขาวอักษรดำ,6กช8232,กรุงเทพมหานคร,,
CarDetect_160256820_03904.jpg,รถเก๋ง,น้ำเงิน,Subaru,พื้นกราฟิก,กท777,ภูเก็ต,,
CarDetect_153100547_03268.jpg,รถกระบะไม่มีหลังคา,บรอนซ์เงิน,Isuzu,พื้นขาวอักษรเขียว,1ฒผ3843,กรุงเทพมหานคร,,
CarDetect_143541802_02173.jpg,รถกระบะไม่มีหลังคา,บรอนซ์เงิน,Isuzu,พื้นขาวอักษรดำ,กค2565,ระนอง,,
CarDetect_163113109_04454.jpg,รถเก๋งแวน,น้ำเงิน,Toyota,พื้นเขียวอักษรสีขาว/ดำ,ฌข2270,ภูเก็ต,,
CarDetect_172617297_05637.jpg,รถกระบะไม่มีหลังคา,น่าจะสีอ่อน,Toyota,ไม่เห็นป้าย,-,ไม่เห็นป้าย,,
CarDetect_143005554_02073.jpg,รถกระบะไม่มีหลังคา,น้ำเงิน,Toyota,พื้นขาวอักษรดำ,กต2325,ภูเก็ต,,
CarDetect_131114876_00396.jpg,รถเก๋ง,ขาว,Mercedes-benz,พื้นขาวอักษรดำ,3กก3087,กรุงเทพมหานคร,,
CarDetect_143852418_02237.jpg,รถเก๋ง,บรอนซ์เงิน,Mazda,พื้นขาวอักษรดำ,กล5741,ภูเก็ต,,
CarDetect_160721397_03980.jpg,รถเก๋ง,บรอนซ์เงิน,Toyota,พื้นขาวอักษรดำ,กร9517,ภูเก็ต,,
CarDetect_134925423_01196.jpg,รถเก๋ง,ดำ,Honda,พื้นขาวอักษรดำ,กว4821,ภูเก็ต,,
CarDetect_154234385_03499.jpg,รถเก๋งแวน,บรอนซ์ทอง,Toyota,พื้นเขียวอักษรสีขาว/ดำ,ฌข4287,ภูเก็ต,,
CarDetect_155909177_03824.jpg,รถตู้,บรอนซ์เงิน,Toyota,พื้นเหลืองอักษรดำ,312133,ภูเก็ต,,
CarDetect_162142248_04277.jpg,รถบรรทุก,ขาว,Isuzu,พื้นเหลืองอักษรดำ,708029,ปทุมธานี,,
CarDetect_131749486_00515.jpg,รถเก๋ง,ขาว,Mazda,พื้นขาวอักษรดำ,ฆฐ1914,กรุงเทพมหานคร,,
CarDetect_125902295_00150.jpg,รถเก๋งแวน,ดำ,Toyota,พื้นขาวอักษรดำ,ขม7326,สงขลา,,
CarDetect_160251154_03902.jpg,รถเก๋ง,ขาว,Honda,พื้นขาวอักษรดำ,กพ7254,สุราษฎร์ธานี,,
CarDetect_145402702_02516.jpg,รถอื่นๆ,อื่นๆ,Proton,พื้นเหลืองอักษรดำ,หข283,ภูเก็ต,,
CarDetect_135732139_01366.jpg,รถกระบะมีหลังคาสูง,ขาว,Isuzu,พื้นขาวอักษรเขียว,ผข8319,สุราษฎร์ธานี,,
CarDetect_161823659_04215.jpg,รถตู้,ขาว,Toyota,พื้นเหลืองอักษรดำ,308369,ภูเก็ต,,
CarDetect_160820860_03995.jpg,ไม่เอา,ขาว,Isuzu,พื้นขาวอักษรเขียว,ตท198,กรุงเทพมหานคร,,
CarDetect_172918105_05702.jpg,ไม่เอา,บรอนซ์เงิน,Toyota,พื้นเหลืองอักษรดำ,306065,ภูเก็ต,,
CarDetect_172338696_05575.jpg,รถเก๋ง,ขาว,Volvo,พื้นขาวอักษรดำ,กธ2569,ภูเก็ต,,
CarDetect_125239731_00006.jpg,รถตู้,บรอนซ์เงิน,Toyota,พื้นเหลืองอักษรดำ,308656,ภูเก็ต,,
CarDetect_140305946_01485.jpg,รถเก๋ง,ดำ,Toyota,พื้นขาวอักษรดำ,กร5265,ภูเก็ต,,
CarDetect_134859263_01187.jpg,รถกระบะมีหลังคา,บรอนซ์ทอง,Toyota,พื้นขาวอักษรดำ,3กข2978,กรุงเทพมหานคร,,
CarDetect_130446390_00261.jpg,รถกระบะมีหลังคาสูง,ขาว,Mitsubishi,พื้นขาวอักษรเขียว,บบ3708,ภูเก็ต,,
CarDetect_143228229_02122.jpg,รถเก๋ง,ขาว,Honda,พื้นเขียวอักษรสีขาว/ดำ,ณข617,กระบี่,,
CarDetect_145321312_02499.jpg,รถเก๋ง,บรอนซ์เงิน,Honda,พื้นขาวอักษรดำ,กพ7398,ภูเก็ต,,
CarDetect_15252240_03157.jpg,รถเก๋ง,ดำ,Honda,พื้นขาวอักษรดำ,กร8794,ภูเก็ต,,
CarDetect_134440369_01101.jpg,รถเก๋ง,ขาว,Toyota,พื้นเขียวอักษรสีขาว/ดำ,ฌข3050,ภูเก็ต,,
CarDetect_135528320_01322.jpg,รถเก๋ง,ขาว,Mazda,พื้นขาวอักษรดำ,กษ7388,ภูเก็ต,,
CarDetect_151319865_02910.jpg,รถเก๋งแวน,บรอนซ์ทอง,Isuzu,พื้นขาวอักษรดำ,กน3821,ภูเก็ต,,
CarDetect_135630936_01343.jpg,รถกระบะไม่มีหลังคา,ขาว,Toyota,พื้นขาวอักษรเขียว,บน7338,ภูเก็ต,,
CarDetect_152051506_03066.jpg,รถเก๋ง,บรอนซ์เงิน,Toyota,พื้นขาวอักษรดำ,พย8043,กรุงเทพมหานคร,,
CarDetect_144448830_02333.jpg,รถเก๋ง,บรอนซ์เงิน,Honda,พื้นขาวอักษรดำ,กง8248,จันทบุรี,,
CarDetect_130523231_00269.jpg,รถตู้,บรอนซ์เงิน,Toyota,พื้นเหลืองอักษรดำ,306815,ภูเก็ต,,
CarDetect_144332446_02310.jpg,รถเก๋ง,ขาว,Toyota,พื้นเขียวอักษรสีขาว/ดำ,ฌข441,ภูเก็ต,,
CarDetect_145140917_02470.jpg,รถเก๋ง,ดำ,Chevrolet,พื้นขาวอักษรดำ,กย5880,ภูเก็ต,,
CarDetect_140738554_01580.jpg,รถเก๋งแวน,บรอนซ์ทอง,Toyota,พื้นขาวอักษรดำ,กย602,ภูเก็ต,,
CarDetect_155938150_03833.jpg,รถเก๋ง,ขาว,Honda,พื้นขาวอักษรดำ,4กธ9612,กรุงเทพมหานคร,,
CarDetect_143207784_02115.jpg,รถตู้,บรอนซ์เงิน,Toyota,พื้นเหลืองอักษรดำ,312428,ภูเก็ต,,
CarDetect_161254786_04103.jpg,รถเก๋ง,ขาว,Nissan,พื้นขาวอักษรดำ,กล2383,ภูเก็ต,,
CarDetect_142251960_01905.jpg,รถกระบะไม่มีหลังคา,บรอนซ์เงิน,Isuzu,พื้นขาวอักษรเขียว,บจ3271,ภูเก็ต,,
CarDetect_131528817_00477.jpg,รถกระบะ,ขาว, Suzuki,พื้นขาวอักษรเขียว,บธ4268,ภูเก็ต,,
CarDetect_163717316_04580.jpg,รถกระบะมีหลังคาสูง,บรอนซ์เงิน,Toyota,พื้นขาวอักษรเขียว,บธ4578,อุตรดิตถ์,,
CarDetect_142900392_02038.jpg,รถเก๋ง,ขาว,Toyota,พื้นเขียวอักษรสีขาว/ดำ,ฌข241,กระบี่,,
CarDetect_164426835_04729.jpg,รถตู้,บรอนซ์เงิน,Toyota,พื้นเหลืองอักษรดำ,300723,กระบี่,,
CarDetect_154358958_03528.jpg,รถเก๋งแวน,ขาว,Toyota,พื้นขาวอักษรดำ,กว3942,ภูเก็ต,,
CarDetect_152516987_03154.jpg,รถกระบะไม่มีหลังคา,ดำ,Isuzu,พื้นขาวอักษรดำ,กง4729,กระบี่,,
CarDetect_171534909_05383.jpg,รถกระบะไม่มีหลังคา,บรอนซ์เงิน,Isuzu,พื้นขาวอักษรเขียว,ฒฮ7082,กรุงเทพมหานคร,,
CarDetect_153006490_03251.jpg,รถเก๋ง,ดำ,Mazda,พื้นขาวอักษรดำ,กน3424,ภูเก็ต,,
CarDetect_13315194_00817.jpg,รถเก๋ง,ขาว,Toyota,พื้นขาวอักษรดำ,กพ1755,ภูเก็ต,,
CarDetect_132254634_00619.jpg,รถกระบะไม่มีหลังคา,ขาว,Toyota,พื้นขาวอักษรเขียว,ผฉ4196,อุดรธานี,,
CarDetect_133934578_00990.jpg,รถเก๋ง,ดำ,Toyota,พื้นขาวอักษรดำ,กธ8880,ลำปาง,,
CarDetect_150712346_02774.jpg,รถตู้,บรอนซ์เงิน,Toyota,พื้นเหลืองอักษรดำ,304481,ภูเก็ต,,
CarDetect_134322554_01076.jpg,รถกระบะไม่มีหลังคา,ขาว,Mazda,พื้นขาวอักษรเขียว,บท6349,ภูเก็ต,,
CarDetect_173705316_05877.jpg,รถเก๋ง,น่าจะสีอ่อน,Toyota,พื้นขาวอักษรดำ,กข8582,ระนอง,,
CarDetect_170041863_05071.jpg,รถเก๋ง,ขาว,Toyota,พื้นขาวอักษรดำ,กอ3639,ภูเก็ต,,
CarDetect_170657518_05205.jpg,รถตู้,ขาว,Toyota,พื้นเหลืองอักษรดำ,311400,ภูเก็ต,,
CarDetect_162519779_04339.jpg,รถกระบะไม่มีหลังคา,ขาว,Isuzu,พื้นขาวอักษรเขียว,บบ883,ภูเก็ต,,
CarDetect_144501473_02336.jpg,รถกระบะไม่มีหลังคา,ขาว,Isuzu,พื้นขาวอักษรเขียว,บบ3199,ภูเก็ต,,
CarDetect_132154513_00597.jpg,รถเก๋ง,บรอนซ์เงิน,Toyota,พื้นเขียวอักษรสีขาว/ดำ,ณข2506,ภูเก็ต,,
CarDetect_170043252_05072.jpg,รถเก๋ง,บรอนซ์เงิน,Toyota,พื้นขาวอักษรดำ,6กษ3863,กรุงเทพมหานคร,,
CarDetect_135716157_01358.jpg,รถเก๋ง,ขาว,Toyota,พื้นขาวอักษรดำ,4กย5835,กรุงเทพมหานคร,,
CarDetect_164453845_04740.jpg,รถเก๋ง,ดำ,Toyota,พื้นแดง,ศ1957,กรุงเทพมหานคร,,
CarDetect_165931117_05045.jpg,รถเก๋งแวน,น้ำเงิน,Toyota,พื้นเขียวอักษรสีขาว/ดำ,ณข905,ภูเก็ต,,
CarDetect_141919418_01823.jpg,รถเก๋ง,ขาว,Toyota,พื้นขาวอักษรดำ,กย3064,ภูเก็ต,,
CarDetect_150450310_02732.jpg,รถเก๋ง,เทา,Toyota,พื้นขาวอักษรดำ,ขษ8822,กรุงเทพมหานคร,,
CarDetect_132301283_00624.jpg,รถกระบะไม่มีหลังคา,ขาว,Isuzu,พื้นขาวอักษรเขียว,บบ7294,ภูเก็ต,,
CarDetect_151118674_02871.jpg,รถเก๋งแวน,ขาว,Toyota,พื้นขาวอักษรดำ,กม3988,ภูเก็ต,,
CarDetect_160226138_03890.jpg,รถเก๋ง,ขาว,Toyota,พื้นขาวอักษรดำ,กล283,ภูเก็ต,,
CarDetect_152736952_03196.jpg,รถกระบะไม่มีหลังคา,บรอนซ์เงิน,Isuzu,พื้นขาวอักษรเขียว,บท3204,ภูเก็ต,,
CarDetect_130929678_00355.jpg,รถเก๋ง,ดำ,Toyota,พื้นขาวอักษรดำ,กร2539,ภูเก็ต,,
CarDetect_134841490_01183.jpg,รถอื่นๆ,อื่นๆ,Toyota,พื้นเหลืองอักษรดำ,ทข327,ภูเก็ต,,
CarDetect_143251786_02135.jpg,รถเก๋ง,ดำ,Toyota,พื้นขาวอักษรดำ,กร610,ภูเก็ต,,
CarDetect_133559975_00922.jpg,รถเก๋ง,ดำ,Nissan,พื้นขาวอักษรดำ,กร8906,ภูเก็ต,,
CarDetect_152719837_03188.jpg,รถตู้,ขาว,Toyota,พื้นเหลืองอักษรดำ,309557,ภูเก็ต,,
CarDetect_163635472_04566.jpg,รถกระบะมีหลังคา,บรอนซ์เงิน,Ford,พื้นขาวอักษรเขียว,บจ812,พังงา,,
CarDetect_142200619_01884.jpg,รถเก๋ง,บรอนซ์เงิน,Honda,พื้นขาวอักษรดำ,6กภ7339,กรุงเทพมหานคร,,
CarDetect_155347152_03725.jpg,รถกระบะไม่มีหลังคา,บรอนซ์เงิน,Isuzu,พื้นขาวอักษรเขียว,บธ9761,ภูเก็ต,,
CarDetect_164752660_04812.jpg,รถเก๋ง,ดำ,Mazda,พื้นขาวอักษรดำ,กก7733,ภูเก็ต,,
CarDetect_135754122_01375.jpg,รถกระบะไม่มีหลังคา,ดำ,Mitsubishi,พื้นขาวอักษรเขียว,บภ6594,ภูเก็ต,,
CarDetect_140224139_01469.jpg,รถเก๋งแวน,ฟ้า, Suzuki,พื้นขาวอักษรดำ,2กธ5882,กรุงเทพมหานคร,,
CarDetect_155415604_03731.jpg,รถเก๋ง,ขาว,Ford,พื้นขาวอักษรดำ,กน7646,ภูเก็ต,,
CarDetect_173556284_05856.jpg,รถกระบะไม่มีหลังคา,ดำ,Toyota,พื้นขาวอักษรเขียว,บย5528,กำแพงเพชร,,
CarDetect_125724697_00114.jpg,รถเก๋ง,ดำ,Honda,พื้นขาวอักษรดำ,กร6068,ภูเก็ต,,
CarDetect_162214269_04293.jpg,รถเก๋ง,เทา,Mazda,พื้นขาวอักษรดำ,กบ998,ภูเก็ต,,
CarDetect_141140206_01661.jpg,รถเก๋งแวน,ขาว,Toyota,พื้นขาวอักษรดำ,กง4932,ภูเก็ต,,
CarDetect_171848476_05446.jpg,รถเก๋งแวน,น่าจะสีอ่อน,Toyota,พื้นขาวอักษรดำ,กต8760,ภูเก็ต,,
CarDetect_162017102_04250.jpg,รถเก๋ง,เขียว,Toyota,พื้นขาวอักษรดำ,กก1639,พังงา,,
CarDetect_134010429_01009.jpg,รถจักรยานยนต์,ดำ,Unknown,ไม่เห็นป้าย,-,ไม่เห็นป้าย,,
CarDetect_17424589_05981.jpg,รถบรรทุก,ดำ,Hino,พื้นขาวอักษรดำ,809327,ภูเก็ต,,
CarDetect_135242386_01263.jpg,รถอื่นๆ,อื่นๆ,Toyota,พื้นเหลืองอักษรดำ,ทข379,ภูเก็ต,,
CarDetect_16392681_04624.jpg,ไม่เห็นป้าย,แดง,Unknown,รถจักรยานยนต์,-,ไม่เห็นป้าย,,
CarDetect_140131951_01448.jpg,รถเก๋ง,บรอนซ์เงิน,Honda,พื้นขาวอักษรดำ,4กญ815,กรุงเทพมหานคร,,
CarDetect_135021587_01218.jpg,ไม่เอา,ขาว,Mazda,พื้นขาวอักษรดำ,กล1311,ภูเก็ต,,
CarDetect_163230477_04489.jpg,รถเก๋งแวน,เทา,Toyota,พื้นเขียวอักษรสีขาว/ดำ,ฌข2189,ภูเก็ต,,
CarDetect_125840988_00144.jpg,รถเก๋ง,ขาว,Honda,พื้นขาวอักษรดำ,กย1340,ภูเก็ต,,
CarDetect_17123164_05313.jpg,รถเก๋ง,น่าจะสีอ่อน,Toyota,พื้นขาวอักษรดำ,กฉ3631,ภูเก็ต,,
CarDetect_154111782_03475.jpg,รถเก๋ง,ขาว,Mazda,พื้นขาวอักษรดำ,กอ3740,ภูเก็ต,,
CarDetect_16180754_04209.jpg,รถเก๋ง,ดำ,Toyota,พื้นขาวอักษรดำ,กว4273,ภูเก็ต,,
CarDetect_134946836_01203.jpg,รถกระบะไม่มีหลังคา,บรอนซ์เงิน,Nissan,พื้นขาวอักษรเขียว,ถก3697,กรุงเทพมหานคร,,
CarDetect_165007837_04864.jpg,รถเก๋ง,บรอนซ์เงิน,Toyota,พื้นขาวอักษรดำ,กค9674,เพชรบุรี,,
CarDetect_153335725_03325.jpg,รถกระบะไม่มีหลังคา,ขาว, Suzuki,พื้นขาวอักษรเขียว,บธ6674,ภูเก็ต,,
CarDetect_151905320_03038.jpg,รถเก๋งแวน,น้ำเงิน,Toyota,พื้นขาวอักษรดำ,กฉ2216,ภูเก็ต,,
CarDetect_152941822_03245.jpg,รถกระบะไม่มีหลังคา,ขาว,Toyota,พื้นขาวอักษรเขียว,บน3215,กระบี่,,
CarDetect_152734994_03195.jpg,รถกระบะไม่มีหลังคา,ขาว,Toyota,พื้นขาวอักษรเขียว,บบ7823,ภูเก็ต,,
CarDetect_141234411_01680.jpg,รถเก๋ง,บรอนซ์เงิน,Toyota,พื้นเขียวอักษรสีขาว/ดำ,ณข250,ภูเก็ต,,
CarDetect_144514679_02340.jpg,รถเก๋ง,เทา,Toyota,พื้นขาวอักษรดำ,กธ1509,ภูเก็ต,,
CarDetect_144135810_02282.jpg,รถตู้,ขาว,Toyota,พื้นเหลืองอักษรดำ,306817,ภูเก็ต,,
CarDetect_140020169_01420.jpg,รถตู้,บรอนซ์เงิน,Toyota,พื้นเหลืองอักษรดำ,301921,กระบี่,,
CarDetect_151421662_02933.jpg,รถเก๋ง,ขาว,Toyota,พื้นขาวอักษรดำ,กล392,ภูเก็ต,,
CarDetect_13172886_00504.jpg,รถเก๋งแวน,ขาว,Toyota,พื้นกราฟิก,กต1221,ภูเก็ต,,
CarDetect_16160751_04172.jpg,รถเก๋ง,บรอนซ์เงิน,Mazda,พื้นขาวอักษรดำ,-,ไม่เห็นป้าย,,
CarDetect_170247449_05115.jpg,รถเก๋ง,ขาว,Nissan,พื้นขาวอักษรดำ,2กฮ5485,กรุงเทพมหานคร,,
CarDetect_142005397_01841.jpg,รถกระบะมีหลังคา,บรอนซ์เงิน,Isuzu,พื้นกราฟิก,กง7733,ตรัง,,
CarDetect_144836742_02407.jpg,รถเก๋ง,บรอนซ์เงิน, Suzuki,พื้นขาวอักษรดำ,กอ7798,ภูเก็ต,,
CarDetect_133256946_00847.jpg,รถกระบะมีหลังคาสูง,น้ำเงิน,Isuzu,พื้นขาวอักษรเขียว,บฉ6267,ภูเก็ต,,
CarDetect_160258636_03905.jpg,รถเก๋ง,ดำ,Honda,พื้นขาวอักษรดำ,กร841,ภูเก็ต,,
CarDetect_151259472_02903.jpg,รถเก๋งแวน,ขาว,Toyota,พื้นเขียวอักษรสีขาว/ดำ,ณข2398,ภูเก็ต,,
CarDetect_165510107_04961.jpg,รถเก๋ง,ขาว,Mazda,พื้นแดง,ก4419,ภูเก็ต,,
CarDetect_142055127_01858.jpg,รถเก๋ง,ดำ,Mazda,พื้นขาวอักษรดำ,5กว9508,กรุงเทพมหานคร,,
CarDetect_16244873_04334.jpg,รถเก๋ง,บรอนซ์ทอง,Honda,พื้นเขียวอักษรสีขาว/ดำ,ณข2601,ภูเก็ต,,
CarDetect_165539846_04973.jpg,รถตู้,ขาว,Toyota,พื้นเหลืองอักษรดำ,309163,ภูเก็ต,,
CarDetect_14254593_01976.jpg,รถเก๋ง,บรอนซ์ทอง,Toyota,พื้นเขียวอักษรสีขาว/ดำ,ณข2399,ภูเก็ต,,
CarDetect_125415513_00044.jpg,รถกระบะมีหลังคา,บรอนซ์เงิน,Chevrolet,พื้นขาวอักษรดำ,กค4731,กระบี่,,
CarDetect_174525165_06034.jpg,รถกระบะไม่มีหลังคา,บรอนซ์ทอง,Isuzu,พื้นขาวอักษรเขียว,บษ7292,นครศรีธรรมราช,,
CarDetect_133135498_00812.jpg,รถเก๋ง,บรอนซ์เงิน,Toyota,พื้นขาวอักษรดำ,ฎพ7599,กรุงเทพมหานคร,,
CarDetect_134530854_01117.jpg,รถกระบะไม่มีหลังคา,น้ำเงิน,Toyota,พื้นขาวอักษรดำ,กษ7884,ภูเก็ต,,
CarDetect_143842574_02230.jpg,รถตู้,ขาว,Toyota,พื้นเหลืองอักษรดำ,309678,ภูเก็ต,,
CarDetect_134119815_01033.jpg,รถกระบะไม่มีหลังคา,ขาว,Toyota,พื้นขาวอักษรดำ,กพ9004,ภูเก็ต,,
CarDetect_150703812_02770.jpg,รถกระบะไม่มีหลังคา,บรอนซ์เงิน,Isuzu,พื้นขาวอักษรเขียว,บน4667,ภูเก็ต,,
